stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding
2289,2289,"de l'ATMOSPHÈRE/du FIRMAMENT",,  45.439375, -75.783718,,,0,1
2290,2290,"CORBEIL/SAINT-RAYMOND",,  45.447940, -75.749516,,,0,1
2291,2291,"de l'ATMOSPHÈRE/du FIRMAMENT",,  45.439613, -75.782981,,,0,1
2292,2292,"CORBEIL/BRIGHAM",,  45.447711, -75.748769,,,0,1
2294,2294,"CORBEIL/FRÉCHETTE",,  45.449409, -75.750645,,,0,1
2296,2296,"CORBEIL/FRÉCHETTE",,  45.449470, -75.750876,,,0,1
2299,2299,"de LUCERNE/RIVERMEAD",,  45.391032, -75.795166,,,0,2
2301,2301,"CORBEIL/DOUCET",,  45.451781, -75.750725,,,0,1
2302,2302,"CORBEIL/BRADY",,  45.452784, -75.750613,,,0,2
2303,2303,"THÉRIEN/BÉDARD",,  45.454452, -75.752488,,,0,1
2304,2304,"THÉRIEN/CORBEIL",,  45.454354, -75.751427,,,0,2
2308,2308,"THÉRIEN/FROMENT",,  45.454247, -75.754048,,,0,2
2312,2312,"THÉRIEN/d'ORSONNENS",,  45.454017, -75.757562,,,0,2
2314,2314,"THÉRIEN/d'ORSONNENS",,  45.454197, -75.756740,,,0,1
2316,2316,"du MONT-BLEU/de la CITÉ-DES-JEUNES",,  45.460834, -75.766555,,,0,1
2318,2318,"du MONT-BLEU/de la CITÉ-DES-JEUNES",,  45.460644, -75.766630,,,0,1
2320,2320,"du MONT-BLEU/MARCOUX",,  45.461022, -75.764013,,,0,1
2322,2322,"du MONT-BLEU/MARCOUX",,  45.460842, -75.763908,,,0,1
2324,2324,"du MONT-BLEU/des GROSEILLIERS",,  45.460974, -75.761658,,,0,2
2326,2326,"du MONT-BLEU/des MAGNOLIAS",,  45.461224, -75.760664,,,0,1
2328,2328,"du MONT-BLEU/des MAGNOLIAS",,  45.461140, -75.759806,,,0,1
2330,2330,"du MONT-BLEU/JOLICOEUR",,  45.461576, -75.756211,,,0,1
2334,2334,"du MONT-BLEU/RIEL",,  45.461719, -75.753904,,,0,1
2336,2336,"du MONT-BLEU/RIEL",,  45.461397, -75.755265,,,0,1
2338,2338,"du MONT-BLEU/PÈRE-BÉLAND",,  45.461825, -75.751424,,,0,1
2340,2340,"du MONT-BLEU/PÈRE-BÉLAND",,  45.461613, -75.751655,,,0,2
2341,2341,"SAINT-JOSEPH/du MONT-BLEU",,  45.461599, -75.740537,,,0,1
2342,2342,"du MONT-BLEU/FORTIN",,  45.462080, -75.747932,,,0,1
2343,2343,"du MONT-BLEU/ARDOUIN",,  45.462318, -75.744869,,,0,2
2344,2344,"du MONT-BLEU/ARDOUIN",,  45.461949, -75.746249,,,0,1
2346,2346,"LUCIEN-BRAULT/GEORGES-BILODEAU",,  45.462600, -75.749091,,,0,2
2347,2347,"CHARLES-ALBANEL/LE BRETON",,  45.462907, -75.751221,,,0,2
2348,2348,"CHARLES-ALBANEL/LUCIEN-BRAULT",,  45.463086, -75.751364,,,0,2
2349,2349,"CHARLES-ALBANEL/JUMONVILLE",,  45.464379, -75.750960,,,0,2
2350,2350,"CHARLES-ALBANEL/JUMONVILLE",,  45.464618, -75.751116,,,0,2
2351,2351,"DANIEL-JOHNSON/JUMONVILLE",,  45.464939, -75.748703,,,0,1
2352,2352,"GEORGES-BILODEAU/LUCIEN-BRAULT",,  45.462565, -75.748390,,,0,2
2357,2357,"DANIEL-JOHNSON/JUMONVILLE",,  45.464684, -75.748344,,,0,2
2358,2358,"DANIEL-JOHNSON/LUCIEN-BRAULT",,  45.463212, -75.747604,,,0,1
2359,2359,"DANIEL-JOHNSON/LUCIEN-BRAULT",,  45.462568, -75.746961,,,0,1
2364,2364,"PHILIAS-FORTIN/du MONT-BLEU",,  45.461575, -75.748351,,,0,1
2366,2366,"PHILIAS-FORTIN/du MONT-BLEU",,  45.461394, -75.748528,,,0,1
2368,2368,"JOLICOEUR/ISABELLE",,  45.459947, -75.746669,,,0,1
2370,2370,"JOLICOEUR/CHOUINARD",,  45.460037, -75.746516,,,0,1
2376,2376,"ISABELLE/WILFRID-LATOUR",,  45.459983, -75.744122,,,0,1
2378,2378,"ISABELLE/WILFRID-LATOUR",,  45.460160, -75.744585,,,0,1
2380,2380,"ISABELLE/RICHARD",,  45.459931, -75.742369,,,0,1
2382,2382,"ISABELLE/RICHARD",,  45.459726, -75.742098,,,0,1
2383,2383,"MUTCHMORE/SAINT-JOSEPH",,  45.459731, -75.741253,,,0,1
2384,2384,"MUTCHMORE/MEUNIER",,  45.458301, -75.739789,,,0,1
2385,2385,"MUTCHMORE/SAINT-JOSEPH",,  45.459365, -75.740865,,,0,1
2386,2386,"MUTCHMORE/MEUNIER",,  45.458209, -75.739980,,,0,1
2388,2388,"MUTCHMORE/LESAGE",,  45.455072, -75.738046,,,0,1
2390,2390,"MUTCHMORE/LESAGE",,  45.454622, -75.737976,,,0,1
2392,2392,"MUTCHMORE/LOUIS-HÉBERT",,  45.453277, -75.737127,,,0,1
2394,2394,"MUTCHMORE/LOUIS-HÉBERT",,  45.453010, -75.736715,,,0,1
2396,2396,"MUTCHMORE/ABIGAIL",,  45.451938, -75.735473,,,0,1
2398,2398,"MUTCHMORE/ABIGAIL",,  45.451900, -75.735690,,,0,1
2400,2400,"MUTCHMORE/RENÉ-MARENGÈRE",,  45.450641, -75.734337,,,0,2
2404,2404,"SAINT-RAYMOND/ROY",,  45.447449, -75.736374,,,0,1
2406,2406,"SAINT-RAYMOND/JOFFRE",,  45.447246, -75.737266,,,0,1
2408,2408,"SAINT-RAYMOND/LÉVESQUE",,  45.447089, -75.739272,,,0,1
2410,2410,"SAINT-RAYMOND/LÉVESQUE",,  45.447210, -75.739913,,,0,1
2412,2412,"SAINT-RAYMOND/LAROSE",,  45.447035, -75.742008,,,0,1
2414,2414,"SAINT-RAYMOND/MONTPETIT",,  45.446850, -75.742709,,,0,1
2418,2418,"LIONEL-ÉMOND/SAINT-RAYMOND",,  45.445318, -75.747506,,,0,2
2420,2420,"LIONEL-ÉMOND/SAINT-RAYMOND",,  45.445375, -75.747816,,,0,2
2423,2423,"LIONEL-ÉMOND/GAMELIN",,  45.443668, -75.747309,,,0,1
2424,2424,"LIONEL-ÉMOND/GAMELIN",,  45.443490, -75.747306,,,0,1
2427,2427,"LIONEL-ÉMOND/GAMELIN",,  45.443347, -75.747606,,,0,2
2430,2430,"GAMELIN/MOUSSETTE",,  45.443247, -75.743096,,,0,2
2434,2434,"GAMELIN/MOUSSETTE",,  45.443355, -75.743370,,,0,2
2436,2436,"GAMELIN/RICHELIEU",,  45.443537, -75.739993,,,0,2
2438,2438,"GAMELIN/RICHELIEU",,  45.443507, -75.738437,,,0,2
2440,2440,"GAMELIN/JOFFRE",,  45.443643, -75.737577,,,0,2
2442,2442,"GAMELIN/BERRI",,  45.443614, -75.735500,,,0,2
2446,2446,"GAMELIN/SAINT-JOSEPH",,  45.443848, -75.733667,,,0,1
2448,2448,"GAMELIN/SAINT-JOSEPH",,  45.443671, -75.733243,,,0,2
2450,2450,"LABELLE/BOURQUE",,  45.442543, -75.741334,,,0,1
2452,2452,"LABELLE/SAINTE-MARIE",,  45.441592, -75.741413,,,0,1
2456,2456,"LABELLE/JEANNE-D'ARC",,  45.439648, -75.741282,,,0,2
2460,2460,"LIONEL-ÉMOND/CARON",,  45.441869, -75.747349,,,0,2
2462,2462,"LIONEL-ÉMOND/CARON",,  45.441601, -75.747141,,,0,2
2464,2464,"MONTCLAIR/LIONEL-ÉMOND",,  45.439983, -75.746685,,,0,2
2466,2466,"MONTCLAIR/LIONEL-ÉMOND",,  45.439895, -75.746479,,,0,2
2468,2468,"MONTCLAIR/MOUSSETTE",,  45.440035, -75.744183,,,0,2
2470,2470,"MONTCLAIR/MOUSSETTE",,  45.439963, -75.742929,,,0,2
2472,2472,"MONTCLAIR/LABELLE",,  45.440016, -75.740318,,,0,2
2474,2474,"MONTCLAIR/LABELLE",,  45.440135, -75.740377,,,0,2
2476,2476,"MONTCLAIR/FORTIER",,  45.440227, -75.736958,,,0,1
2478,2478,"MONTCLAIR/SAINT-JOSEPH",,  45.440250, -75.733378,,,0,2
2480,2480,"MONTCLAIR/SAINT-JOSEPH",,  45.440430, -75.733342,,,0,2
2481,2481,"MONTCLAIR/FORTIER",,  45.440138, -75.736713,,,0,2
2482,2482,"LABELLE/FONTAINE",,  45.440397, -75.741163,,,0,1
2484,2484,"LABELLE/NICOLET",,  45.438580, -75.741091,,,0,1
2486,2486,"LABELLE/SHERBROOKE",,  45.438398, -75.741294,,,0,1
2488,2488,"LABELLE/DUMAS",,  45.437050, -75.741046,,,0,1
2494,2494,"LABELLE/DUROCHER",,  45.435699, -75.741143,,,0,1
2496,2496,"LABELLE/BRODEUR",,  45.436238, -75.741329,,,0,2
2498,2498,"LABELLE/WìGWÀS",,  45.434131, -75.741304,,,0,2
2500,2500,"LABELLE/WìGWÀS",,  45.434082, -75.741501,,,0,2
2502,2502,"des ALLUMETTIÈRES/LABELLE",,  45.432193, -75.740484,,,0,1
2506,2506,"des ALLUMETTIÈRES/LABELLE",,  45.432461, -75.740743,,,0,1
2508,2508,"des ALLUMETTIÈRES/DEMONTIGNY",,  45.432108, -75.736971,,,0,1
2510,2510,"des ALLUMETTIÈRES/DEMONTIGNY",,  45.432390, -75.737069,,,0,1
2511,2511,"de la CARRIÈRE/d'EDMONTON",,  45.455296, -75.731181,,,0,1
2512,2512,"des ALLUMETTIÈRES/SAINT-JOSEPH",,  45.432052, -75.734307,,,0,1
2513,2513,"de la CARRIÈRE/ADRIEN-ROBERT",,  45.459736, -75.734205,,,0,2
2514,2514,"des ALLUMETTIÈRES/SAINT-JOSEPH",,  45.432319, -75.734822,,,0,1
2515,2515,"de la CARRIÈRE/d'EDMONTON",,  45.452237, -75.729505,,,0,2
2517,2517,"JEAN-PROULX/NOËL",,  45.466849, -75.736584,,,0,1
2518,2518,"MONTCLAIR/DUCHARME",,  45.440304, -75.730647,,,0,1
2519,2519,"JEAN-PROULX/NOËL",,  45.465567, -75.733821,,,0,1
2520,2520,"MONTCLAIR/DUCHARME",,  45.440533, -75.731323,,,0,1
2522,2522,"JEAN-PROULX/BUTEAU",,  45.463832, -75.733517,,,0,1
2523,2523,"MONTCLAIR/de la CARRIÈRE",,  45.440369, -75.728712,,,0,1
2524,2524,"d'EDMONTON/ADRIEN-ROBERT",,  45.451321, -75.733432,,,0,2
2525,2525,"de la CARRIÈRE/du CASINO",,  45.450359, -75.728982,,,0,2
2526,2526,"ADRIEN-ROBERT/d'EDMONTON",,  45.454015, -75.734336,,,0,2
2527,2527,"d'EDMONTON/de la CARRIÈRE",,  45.451529, -75.730403,,,0,2
2528,2528,"ADRIEN-ROBERT/d'EDMONTON",,  45.457124, -75.734589,,,0,2
2529,2529,"JEAN-PROULX/DEVEAULT",,  45.462207, -75.734276,,,0,1
2530,2530,"ADRIEN-ROBERT/d'EDMONTON",,  45.458870, -75.735307,,,0,2
2531,2531,"ADRIEN-ROBERT/d'EDMONTON",,  45.458779, -75.735408,,,0,2
2532,2532,"JEAN-PROULX/DEVEAULT",,  45.462316, -75.734060,,,0,2
2533,2533,"ADRIEN-ROBERT/d'EDMONTON",,  45.456894, -75.734617,,,0,2
2534,2534,"JEAN-PROULX/BUTEAU",,  45.464140, -75.733214,,,0,2
2535,2535,"ADRIEN-ROBERT/d'EDMONTON",,  45.454105, -75.734401,,,0,2
2536,2536,"JEAN-PROULX/NOËL",,  45.466034, -75.734070,,,0,2
2537,2537,"d'EDMONTON/ADRIEN-ROBERT",,  45.451212, -75.733507,,,0,2
2538,2538,"JEAN-PROULX/NOËL",,  45.466918, -75.736261,,,0,1
2539,2539,"d'EDMONTON/de la CARRIÈRE",,  45.451404, -75.730338,,,0,2
2540,2540,"SAINT-RAYMOND/des TREMBLES",,  45.425215, -75.761331,,,0,2
2541,2541,"SAINT-RAYMOND/MARCEL-CHAPUT",,  45.420677, -75.761165,,,0,2
2542,2542,"SAINT-RAYMOND/des TREMBLES",,  45.426274, -75.761855,,,0,1
2543,2543,"SAINT-RAYMOND/des CAPUCINES",,  45.420331, -75.760754,,,0,1
2544,2544,"ALEXANDRE-TACHÉ/MILLAR (scolaire)",,  45.423860, -75.728289,,,0,2
2545,2545,"SAINT-RAYMOND/des JONQUILLES",,  45.422424, -75.761383,,,0,1
2546,2546,"ALEXANDRE-TACHÉ/MILLAR",,  45.423851, -75.728314,,,0,2
2547,2547,"SAINT-RAYMOND/des JONQUILLES",,  45.423115, -75.761072,,,0,1
2548,2548,"ALEXANDRE-TACHÉ/MILLAR",,  45.423998, -75.728499,,,0,1
2549,2549,"de la CARRIÈRE/du CASINO",,  45.450537, -75.729278,,,0,1
2551,2551,"de la CARRIÈRE/ADRIEN-ROBERT",,  45.458984, -75.734007,,,0,1
2552,2552,"de la CARRIÈRE/ADRIEN-ROBERT",,  45.457084, -75.732767,,,0,2
2553,2553,"de la CARRIÈRE/d'EDMONTON",,  45.452144, -75.729768,,,0,1
2554,2554,"de la CARRIÈRE/d'EDMONTON",,  45.454199, -75.730254,,,0,1
2555,2555,"de la CARRIÈRE/d'EDMONTON",,  45.456701, -75.732932,,,0,1
2560,2560,"MONTCALM/WRIGHT",,  45.426502, -75.723970,,,0,1
2562,2562,"MONTCALM/WRIGHT",,  45.426132, -75.724029,,,0,1
2563,2563,"WELLINGTON/ST-RÉDEMPTEUR",,  45.425916, -75.722633,,,0,1
2564,2564,"MONTCALM/GAGNON",,  45.428410, -75.725401,,,0,1
2568,2568,"MONTCALM/GAGNON",,  45.428358, -75.725119,,,0,1
2573,2573,"Station MONTCALM #3",,  45.430374, -75.729300,,,0,1
2574,2574,"MONTCALM/HANSON",,  45.430096, -75.728920,,,0,1
2576,2576,"MONTCALM/LOIS",,  45.430909, -75.731508,,,0,1
2578,2578,"MONTCALM/LOIS",,  45.431416, -75.732547,,,0,1
2582,2582,"de la CARRIÈRE/MONTCLAIR",,  45.441614, -75.728345,,,0,1
2583,2583,"455 de la CARRIÈRE",,  45.443072, -75.728312,,,0,1
2584,2584,"STATION CASINO",,  45.445504, -75.728101,,,0,1
2585,2585,"de la CARRIÈRE/MONTCLAIR",,  45.441554, -75.728790,,,0,1
2586,2586,"STATION CASINO",,  45.447222, -75.728087,,,0,2
2588,2588,"de la CARRIÈRE/des GALERIES",,  45.444165, -75.727815,,,0,1
2596,2596,"MAISONNEUVE/PAPINEAU",,  45.430147, -75.712954,,,0,1
2597,2597,"MAISONNEUVE/des ALLUMETTIÈRES",,  45.431824, -75.713110,,,0,1
2598,2598,"MAISONNEUVE/PAPINEAU",,  45.429155, -75.713564,,,0,1
2602,2602,"TERRASSES de la CHAUDIÈRE",,  45.425022, -75.720719,,,0,1
2604,2604,"TERRASSES de la CHAUDIÈRE",,  45.424906, -75.720064,,,0,1
2606,2606,"du PORTAGE/LAVAL",,  45.425391, -75.717039,,,0,1
2607,2607,"EDDY/WELLINGTON",,  45.425838, -75.719775,,,0,1
2608,2608,"du PORTAGE/LAVAL",,  45.425416, -75.717372,,,0,1
2610,2610,"du PORTAGE/AUBRY",,  45.427119, -75.714595,,,0,1
2612,2612,"de la CITÉ-DES-JEUNES/de la GALÈNE",,  45.475422, -75.786306,,,0,1
2613,2613,"LAVAL/LAURIER",,  45.425427, -75.716436,,,0,2
2614,2614,"de l'HÔTEL-de-VILLE/LAURIER",,  45.427239, -75.711542,,,0,1
2615,2615,"LAVAL/LAURIER",,  45.425199, -75.716624,,,0,1
2616,2616,"du PORTAGE/de l'HÔTEL-de-VILLE",,  45.427139, -75.714212,,,0,1
2618,2618,"MUSÉE DE L'HISTOIRE",,  45.431330, -75.709717,,,0,1
2620,2620,"LAURIER/de l'HÔTEL-de-VILLE",,  45.428244, -75.710263,,,0,1
2621,2621,"LAURIER/ÉLISABETH-BRUYÈRE",,  45.431396, -75.709932,,,0,1
2623,2623,"LAURIER/VICTORIA",,  45.428693, -75.710422,,,0,1
2625,2625,"EDDY/du PORTAGE",,  45.425670, -75.719962,,,0,1
2626,2626,"EDDY/WRIGHT",,  45.427202, -75.719927,,,0,1
2628,2628,"EDDY/FRONTENAC",,  45.428633, -75.720035,,,0,1
2630,2630,"EDDY/PAPINEAU",,  45.430432, -75.720249,,,0,1
2632,2632,"SAINT-RÉDEMPTEUR/HÔTEL-DE-VILLE",,  45.427363, -75.721604,,,0,1
2634,2634,"SAINT-RÉDEMPTEUR/GAGNON",,  45.428982, -75.721701,,,0,2
2636,2636,"SAINT-RÉDEMPTEUR/GARNEAU",,  45.431470, -75.721936,,,0,2
2638,2638,"SAINT-RÉDEMPTEUR/SAINT-ÉTIENNE",,  45.433797, -75.721877,,,0,2
2640,2640,"SAINT-RÉDEMPTEUR/MARIE-LE FRANC",,  45.433954, -75.722070,,,0,1
2642,2642,"SAINT-RÉDEMPTEUR/SACRÉ-COEUR",,  45.436269, -75.722459,,,0,1
2644,2644,"SAINT-RÉDEMPTEUR/SACRÉ-CŒUR",,  45.435731, -75.722004,,,0,1
2645,2645,"de la GALÈNE/du QUARTZ",,  45.477781, -75.787973,,,0,2
2646,2646,"SAINT-RÉDEMPTEUR/ADÉLARD-BEAUCHAMP",,  45.438517, -75.722820,,,0,1
2648,2648,"SAINT-RÉDEMPTEUR/ADÉLARD-BEAUCHAMP",,  45.438555, -75.722449,,,0,1
2649,2649,"de la GALÈNE/ÉLIZA-SIMON",,  45.479285, -75.791705,,,0,2
2650,2650,"SACRÉ-COEUR/SAINT-HENRI",,  45.436910, -75.720626,,,0,1
2651,2651,"de la GALÈNE/du MICA",,  45.477052, -75.785109,,,0,2
2652,2652,"SACRÉ-COEUR/SAINT-HENRI",,  45.436645, -75.719817,,,0,1
2653,2653,"de la GALÈNE/des MINEURS",,  45.474569, -75.783796,,,0,2
2654,2654,"SACRÉ-COEUR/MANCE",,  45.437112, -75.717215,,,0,1
2656,2656,"SACRÉ-COEUR/des AÇORES",,  45.436937, -75.716343,,,0,1
2657,2657,"SACRÉ-COEUR/KENT",,  45.437397, -75.713578,,,0,1
2658,2658,"SACRÉ-COEUR/des AÇORES",,  45.437256, -75.715695,,,0,1
2660,2660,"SACRÉ-COEUR/KENT",,  45.437134, -75.713686,,,0,1
2662,2662,"SACRÉ-COEUR/NOTRE-DAME-de-l'ÎLE",,  45.436358, -75.708767,,,0,1
2663,2663,"Départ école secondaire de l'île",,  45.436535, -75.723012,,,0,2
2664,2664,"arrivée école secondaire de l'île",,  45.436534, -75.723140,,,0,2
2668,2668,"SACRÉ-COEUR/LAURIER",,  45.437185, -75.709239,,,0,1
2672,2672,"SACRÉ-COEUR/SAINT-RÉDEMPTEUR",,  45.436543, -75.721797,,,0,1
2674,2674,"LAURIER/VERDUN",,  45.434884, -75.709005,,,0,1
2675,2675,"LAURIER/SACRÉ-COEUR",,  45.437588, -75.708556,,,0,1
2676,2676,"LAURIER/VERDUN",,  45.435272, -75.709162,,,0,1
2677,2677,"MARIE-BURGER/de la GALÈNE",,  45.479365, -75.793164,,,0,2
2682,2682,"LAURIER/des ALLUMETTIÈRES",,  45.433055, -75.709394,,,0,1
2683,2683,"DUSSAULT/NOTRE-DAME-de-l'ÎLE",,  45.440582, -75.709165,,,0,2
2684,2684,"CENTRE LA PIÉTÀ",,  45.439436, -75.708152,,,0,1
2690,2690,"des ALLUMETTIÈRES/CHAMPLAIN",,  45.432194, -75.712026,,,0,1
2691,2691,"des ALLUMETTIÈRES/LAURIER",,  45.432335, -75.710481,,,0,1
2692,2692,"MAISONNEUVE/des ALLUMETTIÈRES",,  45.433001, -75.712496,,,0,1
2693,2693,"MAISONNEUVE/VERDUN",,  45.434454, -75.712692,,,0,1
2694,2694,"des ALLUMETTIÈRES/KENT",,  45.432441, -75.715608,,,0,1
2695,2695,"MAISONNEUVE/VERDUN",,  45.434404, -75.712294,,,0,1
2701,2701,"SAINT-RAYMOND/du PLATEAU",,  45.437378, -75.765986,,,0,2
2702,2702,"des ALLUMETTIÈRES/SAINT-RÉDEMPTEUR",,  45.432215, -75.721486,,,0,1
2704,2704,"des ALLUMETTIÈRES/SAINT-RÉDEMPTEUR",,  45.432496, -75.721273,,,0,1
2706,2706,"des ALLUMETTIÈRES/MORIN",,  45.432173, -75.725473,,,0,1
2707,2707,"de la CITÉ-DES-JEUNES/du QUARTZ",,  45.477096, -75.789903,,,0,1
2708,2708,"PINK/du BLIZZARD",,  45.443703, -75.791281,,,0,2
2709,2709,"PINK/du BLIZZARD",,  45.443554, -75.791166,,,0,2
2711,2711,"PLACE d'ACCUEIL",,  45.426243, -75.713600,,,0,1
2712,2712,"de la CITÉ-DES-JEUNES/de la GALÈNE",,  45.475395, -75.786321,,,0,1
2713,2713,"de la CITÉ-DES-JEUNES/du QUARTZ",,  45.477096, -75.789890,,,0,1
2714,2714,"FOURNIER/JOANISSE",,  45.445419, -75.713100,,,0,1
2715,2715,"FOURNIER/LAMBERT",,  45.443976, -75.713427,,,0,1
2716,2716,"FOURNIER/BÉRIAULT",,  45.446593, -75.712411,,,0,1
2717,2717,"FOURNIER/HENRI-GAUTHIER",,  45.444547, -75.712936,,,0,2
2718,2718,"FOURNIER/chemin LAC LEAMY",,  45.454820, -75.703665,,,0,2
2724,2724,"PLACE d'ACCUEIL",,  45.426096, -75.714109,,,0,1
2726,2726,"FOURNIER/du LAC LEAMY",,  45.454923, -75.703052,,,0,2
2728,2728,"des TREMBLES/SAINT-RAYMOND",,  45.426572, -75.762503,,,0,1
2729,2729,"des TREMBLES/BOYER",,  45.426303, -75.767035,,,0,1
2730,2730,"des TREMBLES/de la SITELLE",,  45.424986, -75.768563,,,0,2
2735,2735,"des TREMBLES/BOYER",,  45.426173, -75.766137,,,0,1
2736,2736,"des TREMBLES/de la SITELLE",,  45.424717, -75.768418,,,0,2
2741,2741,"SAINT-RAYMOND/LOUISE-CAMPAGNA",,  45.430340, -75.762064,,,0,2
2742,2742,"SAINT-RAYMOND/LOUISE-CAMPAGNA",,  45.429798, -75.762389,,,0,1
2743,2743,"SAINT-RAYMOND/des JONQUILLES",,  45.426924, -75.761507,,,0,1
2746,2746,"de la GALÈNE/du QUARTZ",,  45.477826, -75.788012,,,0,2
2749,2749,"de la GALÈNE/ÉLIZA-SIMON",,  45.479285, -75.791756,,,0,2
2750,2750,"de la GALÈNE/du MICA",,  45.477081, -75.785085,,,0,2
2751,2751,"LOUISE-CAMPAGNA/SAINT-RAYMOND",,  45.429599, -75.765289,,,0,1
2753,2753,"LOUISE-CAMPAGNA/des MIGRATEURS",,  45.429094, -75.766291,,,0,1
2754,2754,"de la GALÈNE/des MINEURS",,  45.474569, -75.783796,,,0,2
2755,2755,"LOUISE-CAMPAGNA/des MIGRATEURS",,  45.429126, -75.768619,,,0,1
2757,2757,"LOUISE-CAMPAGNA/du BRUANT",,  45.428900, -75.769258,,,0,1
2759,2759,"des TREMBLES/LOUISE-CAMPAGNA",,  45.428585, -75.773537,,,0,2
2760,2760,"de la CITÉ-DES-JEUNES/des HAUTES-PLAINES",,  45.472456, -75.781451,,,0,1
2761,2761,"LOUISE-CAMPAGNA/du MARTIN-PÊCHEUR",,  45.428727, -75.772792,,,0,1
2762,2762,"des HAUTES-PLAINES/de la CITÉ-DES-JEUNES",,  45.472244, -75.780110,,,0,1
2763,2763,"des TREMBLES/des TOURTERELLES",,  45.427196, -75.774524,,,0,2
2764,2764,"des HAUTES-PLAINES/de la CITÉ-DES-JEUNES",,  45.472979, -75.779386,,,0,1
2765,2765,"des TREMBLES/des TOURTERELLES",,  45.426871, -75.774635,,,0,1
2766,2766,"SAINT-RAYMOND/du PLATEAU",,  45.437637, -75.766625,,,0,2
2767,2767,"PINK/de la SAPINIÈRE",,  45.445366, -75.773828,,,0,1
2769,2769,"PINK/de la SAPINIÈRE",,  45.445175, -75.772788,,,0,1
2771,2771,"des TREMBLES/des PARULINES",,  45.424781, -75.773911,,,0,2
2772,2772,"des TREMBLES/des PERDRIX",,  45.424859, -75.773742,,,0,1
2773,2773,"des TREMBLES/des PARULINES",,  45.423756, -75.770796,,,0,2
2774,2774,"des TREMBLES/de L'ÉPERVIER",,  45.423873, -75.770795,,,0,2
2775,2775,"LOUISE-CAMPAGNA/SAINT-RAYMOND",,  45.430063, -75.763122,,,0,1
2777,2777,"MARIE-BURGER/de la GALÈNE",,  45.479365, -75.793164,,,0,2
2778,2778,"PINK/des GRIVES",,  45.444083, -75.786427,,,0,1
2779,2779,"PINK/des GRIVES",,  45.443989, -75.784599,,,0,1
2780,2780,"PINK/de la GRAVITÉ",,  45.444639, -75.780606,,,0,1
2781,2781,"PINK/de la GRAVITÉ",,  45.444674, -75.778957,,,0,1
2782,2782,"d'EUROPE/de LONDRES",,  45.438114, -75.796857,,,0,1
2783,2783,"d'EUROPE/de LONDRES",,  45.438043, -75.796689,,,0,2
2784,2784,"PLATEAU/EUROPE",,  45.435582, -75.798534,,,0,1
2785,2785,"PLATEAU/EUROPE",,  45.435415, -75.798790,,,0,1
2786,2786,"d'EUROPE/de LONDRES",,  45.436332, -75.799222,,,0,2
2787,2787,"d'EUROPE/de LONDRES",,  45.436820, -75.799165,,,0,2
2788,2788,"du PLATEAU/de BRUXELLES",,  45.433542, -75.791576,,,0,1
2789,2789,"du PLATEAU/de BRUXELLES",,  45.433287, -75.792033,,,0,1
2790,2790,"du PLATEAU/de l'AUTOMNE",,  45.433493, -75.788303,,,0,1
2791,2791,"du PLATEAU/de l'AUTOMNE",,  45.433312, -75.788402,,,0,1
2792,2792,"du PLATEAU/du CUMULUS",,  45.433841, -75.784113,,,0,1
2793,2793,"du PLATEAU/du CUMULUS",,  45.433720, -75.783817,,,0,1
2794,2794,"du PLATEAU/de l'ATMOSPHÈRE",,  45.434402, -75.796215,,,0,1
2795,2795,"DU PLATEAU/de L'ATMOSPHÈRE",,  45.434448, -75.796791,,,0,1
2799,2799,"du PLATEAU/du PRADO",,  45.436277, -75.802162,,,0,1
2800,2800,"du PLATEAU/du PRADO",,  45.436073, -75.802397,,,0,1
2801,2801,"du PLATEAU/de l'AMÉRIQUE-FRANÇAISE",,  45.435276, -75.804516,,,0,1
2802,2802,"du PLATEAU/de l'AMÉRIQUE-FRANÇAISE",,  45.435494, -75.804623,,,0,2
2803,2803,"du PLATEAU/du MARIGOT",,  45.425770, -75.805861,,,0,1
2804,2804,"du PLATEAU/du MARIGOT",,  45.425449, -75.805638,,,0,1
2805,2805,"du PLATEAU/de la BOUSSOLE",,  45.423594, -75.806201,,,0,1
2806,2806,"du PLATEAU/du MARIGOT",,  45.422690, -75.806909,,,0,2
2807,2807,"de la MONTAGNE/du CHINOOK",,  45.449881, -75.785444,,,0,2
2808,2808,"de la MONTAGNE/de la BRISE",,  45.447929, -75.782341,,,0,2
2809,2809,"du PLATEAU/d'AMSTERDAM",,  45.432282, -75.806039,,,0,1
2810,2810,"KATIMAVIK/DU PLATEAU",,  45.421587, -75.807031,,,0,1
2811,2811,"du PLATEAU/KATIMAVIK",,  45.422263, -75.806933,,,0,1
2812,2812,"du PLATEAU/d'AMSTERDAM",,  45.432137, -75.805745,,,0,1
2813,2813,"des GRIVES/PINK",,  45.444754, -75.785604,,,0,2
2814,2814,"des GRIVES/du SHAMAL",,  45.446241, -75.787438,,,0,2
2815,2815,"des GRIVES/de la VAUDAIRE",,  45.447304, -75.789193,,,0,2
2816,2816,"des GRIVES/ZEPHYR",,  45.449659, -75.789552,,,0,2
2817,2817,"de l'AMÉRIQUE-FRANÇAISE/de l'ART MODERNE",,  45.435976, -75.806582,,,0,1
2818,2818,"de l'AMÉRIQUE-FRANÇAISE/de DUBLIN",,  45.435672, -75.806391,,,0,2
