trip_id,arrival_time,stop_id,stop_sequence
553,19:55:00,643,4
552,14:30:00,646,1
552,14:50:00,645,2
552,15:25:00,644,3
552,15:55:00,643,4
489,12:15:00,119,1
489,12:36:00,436,2
489,12:54:00,600,3
489,13:25:00,162,4
489,13:54:00,282,5
489,14:23:00,93,6
489,15:35:00,601,7
489,16:30:00,618,8
488,06:50:00,119,1
488,07:13:00,436,2
488,07:29:00,600,3
488,07:55:00,162,4
488,08:30:00,282,5
488,08:43:00,323,6
488,09:06:00,93,7
488,09:39:00,78,8
488,10:18:00,601,9
488,11:08:00,618,10
487,17:20:00,617,1
487,17:37:00,576,2
487,19:18:00,58,3
487,21:10:00,367,4
487,21:45:00,119,5
486,12:31:00,617,1
486,12:48:00,576,2
486,13:56:00,35,3
486,14:23:00,200,4
486,14:44:00,58,5
486,15:28:00,415,6
486,16:38:00,367,7
486,17:18:00,119,8
485,07:20:00,617,1
485,07:37:00,576,2
485,09:10:00,58,3
485,11:25:00,119,4
484,06:40:00,617,1
484,06:57:00,576,2
484,07:25:00,377,3
484,07:52:00,35,4
484,08:35:00,58,5
484,09:17:00,415,6
484,09:51:00,178,7
484,10:28:00,367,8
484,10:44:00,450,9
484,11:02:00,119,10
483,06:20:00,226,1
483,06:41:00,332,2
483,07:26:00,344,3
483,07:54:00,419,4
483,08:20:00,617,5
483,08:52:00,576,6
483,09:21:00,377,7
483,09:50:00,35,8
483,10:32:00,58,9
483,11:14:00,415,10
483,11:48:00,178,11
483,11:57:00,9,12
483,12:26:00,367,13
483,13:03:00,119,14
434,06:30:00,617,1
434,06:55:00,419,2
434,07:16:00,344,3
434,07:44:00,351,4
434,08:09:00,332,5
434,08:31:00,226,6
434,09:17:00,343,7
434,09:42:00,631,8
434,10:10:00,630,9
434,11:55:00,629,10
434,12:22:00,628,11
481,18:32:00,119,1
481,18:48:00,450,2
481,19:05:00,367,3
481,19:33:00,9,4
481,19:42:00,178,5
481,20:09:00,413,6
481,20:25:00,415,7
481,20:45:00,309,8
481,21:05:00,58,9
481,21:29:00,200,10
481,21:53:00,35,11
481,22:23:00,377,12
481,22:50:00,576,13
481,23:08:00,617,14
433,09:06:00,226,1
433,09:17:00,343,2
433,09:42:00,631,3
433,10:10:00,630,4
433,11:54:00,629,5
433,12:22:00,628,6
472,08:50:00,226,1
472,09:12:00,332,2
472,10:03:00,602,3
472,10:49:00,35,4
472,11:34:00,58,5
472,12:20:00,415,6
472,13:01:00,178,7
472,13:38:00,367,8
472,14:18:00,119,9
473,11:00:00,226,1
473,11:22:00,332,2
473,12:14:00,602,3
473,13:41:00,58,4
473,14:25:00,415,5
473,15:02:00,178,6
473,15:37:00,367,7
473,15:58:00,450,8
473,16:18:00,119,9
470,18:55:00,617,1
470,19:21:00,419,2
470,19:44:00,344,3
470,20:35:00,332,4
470,20:57:00,226,5
471,05:32:00,58,1
471,05:53:00,309,2
471,06:14:00,415,3
471,06:27:00,413,4
471,06:57:00,178,5
471,07:08:00,9,6
471,07:38:00,367,7
471,07:59:00,450,8
471,08:25:00,119,9
476,15:17:00,119,1
476,15:36:00,450,2
476,15:53:00,367,3
476,16:59:00,415,4
476,17:37:00,58,5
476,19:06:00,602,6
476,19:54:00,332,7
476,20:18:00,226,8
477,06:47:00,119,1
477,07:04:00,450,2
477,07:22:00,367,3
477,07:58:00,178,4
477,08:33:00,415,5
477,09:14:00,58,6
477,10:13:00,35,7
477,10:44:00,377,8
477,11:16:00,576,9
477,11:36:00,617,10
474,19:35:00,119,1
474,20:06:00,367,2
474,20:33:00,9,3
474,20:41:00,178,4
474,21:18:00,415,5
474,21:56:00,58,6
475,11:32:00,119,1
475,11:51:00,450,2
475,12:08:00,367,3
475,12:45:00,178,4
475,13:25:00,415,5
475,14:06:00,58,6
475,14:57:00,35,7
475,15:47:00,602,8
475,16:38:00,332,9
475,17:01:00,226,10
478,14:17:00,119,1
478,14:53:00,367,2
478,16:34:00,58,3
478,17:20:00,35,4
478,17:50:00,377,5
478,18:22:00,576,6
478,18:43:00,617,7
479,15:32:00,119,1
479,15:50:00,450,2
479,16:07:00,367,3
479,16:41:00,178,4
479,17:52:00,58,5
479,18:38:00,35,6
479,19:50:00,576,7
479,20:14:00,617,8
